Date Started,Who am I,Rating,Was your issue resolved,Comments,Who worked on your issue
10/31/2018,Buyer,5,Yes,[No Answer Entered],"Portia, Specialist"
10/31/2018,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
10/31/2018,SWaM,1,Yes,"I don't remember the name of the individual who helped me, but he was patient.  I wasn't exactly sure what I needed when I called. I had a number, but it was wrong by 1 digit and he wasn't frustrated also, I didn't have my EIN in front of me either and had to find it. I know I received a few emails and maybe they indicated what they could look my account up by, but I could help save some time if I knew you could find my account from that number?  I don't know","Jamel, Lead"
10/31/2018,Buyer,5,Yes,"My eVA Customer Care representative, Jamel Harper provided exceptional customer service, he was able to answer all of my questions and provided a solution that worked; he was knowledgeable and patient.  He did an excellent job!","Jamel, Lead"
10/31/2018,Buyer,5,Yes,Very responsive. Did not have to wait long.  Excellent customer service.,"Miranda, Specialist"
10/31/2018,Buyer,5,Yes,The lady that helped me was very polite and helpful.,"Joann, Specialist"
10/31/2018,Buyer,5,Yes,"Natasha was very helpful and patient with my lack of knowledge. She answered my questions in a timely and efficient manner, and she was very easy to understand.","Natasha, Lead"
10/31/2018,Vendor,5,No,The only reason why my issue wasn't resolved is because I need another user on my side to fix the problem.  They are out of town right now so I will have it fixed when they get back.  The customer care representative was very nice and friendly and had a great personality.  She also helped me figure out how to get my issue resolved.,"Portia, Specialist"
10/31/2018,Vendor,5,Yes,customer care was very patient and quite helpful,"Devyonne, Specialist"
10/31/2018,Vendor,5,Yes,Thank you!,"Devyonne, Specialist"
10/31/2018,Vendor,5,Yes,"Very professional lady.  Answered all my questions of where to find open bids, etx.","Portia, Specialist"
10/31/2018,Vendor,5,Yes,AWESOME REP!,"Portia, Specialist"
10/31/2018,Vendor,5,Yes,I believe it was Miranda...I try to remember so I can respond to the survey :),"Miranda, Specialist"
10/31/2018,Vendor,5,Yes,Very helpful,"Sherry, Specialist"
10/31/2018,Vendor,5,Yes,She was very patient and helpful.,"Joann, Specialist"
10/31/2018,Vendor,5,Yes,"The person I spoke to (female, I cannot remember her name) was very helpful and kind.","Joann, Specialist"
10/31/2018,Vendor,5,Yes,Very helpful and stayed on the phone until I was able to get into my account to change my address.,"Jennifer, Specialist"
10/31/2018,Vendor,5,Yes,The customer representative was extremely helpful and had a really nice attitude.,"Portia, Specialist"
10/30/2018,Vendor,5,Yes,[No Answer Entered],"Portia, Specialist"
10/30/2018,Buyer,5,Yes,"answered my question, gave me contact information for individual that needs to solve problem I was having with login","Portia, Specialist"
10/30/2018,Buyer,5,Yes,She was very kind and quickly led me to the correct location online to re-register my inactive account.,"Jennifer, Specialist"
10/30/2018,Vendor,5,Yes,It was a very pleasant and helpful conversation with Portia!  She was more than willing to answer any and all concerns and took the time to make sure all questions were addressed.,"Portia, Specialist"
10/30/2018,Vendor,5,Yes,Great customer service!!!!!!,"Portia, Specialist"
10/30/2018,Vendor,5,Yes,"Friendly, helpful, responsive and fast - great service! I believe her name was Miranda.","Miranda, Specialist"
10/30/2018,Vendor,5,Yes,Friendly and helpful service.,"Miranda, Specialist"
10/30/2018,Vendor,5,Yes,NONE,"Sherry, Specialist"
10/30/2018,Vendor,5,Yes,she was very helpful and was patient while I logged back into the system.,"Joann, Specialist"
10/30/2018,Vendor,5,Yes,Person who called was extremely knowledgeable and stayed on the line w/ me until my issues were resolved.,"Jennifer, Specialist"
10/30/2018,Vendor,5,Yes,Jennifer was very helpful in walking me through all the steps of resetting my company's account under the eVA portal. She was very thorough and detailed in her instruction. Thank you!,"Jennifer, Specialist"
10/29/2018,Other,5,Yes,[No Answer Entered],"Miranda, Specialist"
10/29/2018,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
10/29/2018,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
10/29/2018,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
10/29/2018,Buyer,5,Yes,Excellent customer service and she was genuinely concerned about resolving my issue.  Extremely grateful.,"Portia, Specialist"
10/29/2018,Vendor,5,No,Waiting to see if issue is resolved,"Sherry, Specialist"
10/29/2018,Vendor,5,Yes,"Debbie answered my questions promptly, gathered information on updating our product at the EVA catalog.  The music while on hold sounds good. Perfect!","Devyonne, Specialist"
10/29/2018,Vendor,5,Yes,She was extremely nice and helpful!,"Portia, Specialist"
10/29/2018,Vendor,5,Yes,"Miranda did a excellent job getting my situation straight for me, Thank you!!","Miranda, Specialist"
10/29/2018,Vendor,5,Yes,Thank you Sherry for staying on the line to help me through the Eva online process,"Sherry, Specialist"
10/29/2018,Vendor,5,Yes,"On my first attempt to call the agency, I would hit option to and I would get a voicemail and the mailbox would always be full","Joann, Specialist"
10/29/2018,Vendor,5,Yes,Very knowledgeable,"Sherry, Specialist"
10/29/2018,Vendor,5,Yes,The specialist was very courteous and patient.  Even though I was on hold for a bit the specialist continually checked in with me and solved my issue.,"Joann, Specialist"
10/27/2018,Vendor,5,Yes,Many thanks for the quick response from the eVA &#8220;Help Desk&#8221;.,"Portia, Specialist"
10/26/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
10/26/2018,Vendor,5,No,[No Answer Entered],"Teresa, Analyst"
10/26/2018,Vendor,4,Yes,Sherry was very helpful,"Sherry, Specialist"
10/26/2018,Buyer,4,Yes,It was resolved but it took a little longer than I expected,"Sherry, Specialist"
10/26/2018,SWaM,5,Yes,Jennifer helped me to see what was right in front of me in order to correctly complete the Quick Quote.,"Jennifer, Specialist"
10/26/2018,Buyer,5,Yes,Outstanding Service!,"Portia, Specialist"
10/26/2018,Vendor,5,Yes,Best customer service I have received in quite some time. Followed up twice to make sure I was taken care of and able to access the system.,"Devyonne, Specialist"
10/26/2018,Vendor,5,Yes,"Teresa was amazing.  She was helpful, courteous and went over and beyond to help me with my issue.","Teresa, Analyst"
10/26/2018,Vendor,5,Yes,"I spoke with (?), who was very plesant, patient and knowledgeable. I had challenges with my popup blocker being turned off which caused some delay in completing the task of updating my company information. But she was so patient and helpful. She offered suggestions, and solicited assistance from other co-workers.. 
Thank you so much..","Devyonne, Specialist"
10/26/2018,Vendor,5,Yes,"Both ladies that assisted me were wonderful. Called between 10:30 and 11:20 am 10/26/18.

Thank you!","Portia, Specialist"
10/26/2018,Vendor,5,Yes,You person was very knowledgeable and helpful,"Miranda, Specialist"
10/26/2018,Vendor,5,Yes,"Did not have to hold, and they were courteous and professional.","Sherry, Specialist"
10/26/2018,Vendor,5,Yes,People were friendly and knowlegable. We were asking for something that wasn't available through them but they took the time to check into it.,"Joann, Specialist"
10/26/2018,Vendor,5,Yes,"I really liked how the gal was following along with what my issue was and stayed on the line with me as long as it took. 
I wish I remembered her name :( She was great!","Joann, Specialist"
10/26/2018,Vendor,5,Yes,"Rep was competent, capable and professional ! She exceeded my expectations.","Sherry, Specialist"
10/25/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
10/25/2018,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
10/25/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
10/25/2018,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
10/25/2018,Buyer,4,No,[No Answer Entered],"Sherry, Specialist"
10/25/2018,Buyer,5,Yes,[No Answer Entered],"Natasha, Lead"
10/25/2018,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
10/25/2018,Buyer,5,Yes,[No Answer Entered],"Jennifer, Specialist"
10/25/2018,Vendor,5,Yes,[No Answer Entered],"Devyonne, Specialist"
10/25/2018,Other,5,Yes,Miranda was kind and knowledgable of the issue.,"Miranda, Specialist"
10/25/2018,Buyer,5,Yes,Very helpful and patient.,"Portia, Specialist"
10/25/2018,Buyer,5,Yes,great customer service!!,"Portia, Specialist"
10/25/2018,Buyer,5,Yes,Miranda was very professional. She quickly found the requested information and presented to me in an easy to understand way. Thank you!,"Miranda, Specialist"
10/25/2018,Buyer,5,Yes,Always excellent service!  Thanks a bunch!!,"Sherry, Specialist"
10/25/2018,Buyer,5,Yes,"Very helpful call. I have the information I need.The on hold music stopped and I thought we got disconnected so I hung up. Less than a minute later the Lady called back and gave me the security persons contact info. I did not hear her name when we started the first phone call.
Please thank her again for me if you do figure out who I spoke to during this call.","Joann, Specialist"
10/25/2018,Buyer,5,Yes,Very helpful!!!,"Jennifer, Specialist"
10/25/2018,Buyer,5,Yes,"She was pleasant and professional. Not only did she direct me to the proper person, she went the extra mile to give me the contact information. She deserves a 10. Thank you,","Jennifer, Specialist"
10/25/2018,Vendor,5,Yes,"You took the time to stay with me and if you couldn't answer right away I was put on hold and you got back to me with a solution. Thanks!
Potia started with my help and I called back and Sherry finished up.","Portia, Specialist"
10/25/2018,Vendor,5,Yes,Miranda was very friendly and helpful in resolving our issue.,"Miranda, Specialist"
10/25/2018,Vendor,5,Yes,"Representative was very pleasant, helpful, and thorough.","Miranda, Specialist"
10/25/2018,Vendor,5,Yes,"Good experience, very helpful","Sherry, Specialist"
10/25/2018,Vendor,5,Yes,"After I submitted the bid I realized that I made 1 error in the grand total price. I called back and instead of doing the bid over, Sherry helped me amend the price and submit.","Sherry, Specialist"
10/25/2018,Vendor,5,Yes,"Very patient, informative, and helpful thru the entire conversation.","Joann, Specialist"
10/25/2018,Vendor,5,Yes,Excellent Customer Service,"Joann, Specialist"
10/25/2018,Vendor,5,Yes,"I'm very appreciative of Ghania's patience and believe me I'm not very computer literate so she had to have a lot of patience!!! 
She worked with me and help resolve the problem.","Jennifer, Specialist"
10/25/2018,Vendor,5,Yes,"Jennifer was very helpful, professional and polite.","Jennifer, Specialist"
10/25/2018,Vendor,5,Yes,Rep was very pleasant.,"Miranda, Specialist"
10/24/2018,Vendor,5,Yes,[No Answer Entered],"Portia, Specialist"
10/24/2018,Vendor,5,Yes,[No Answer Entered],"Miranda, Specialist"
10/24/2018,Buyer,4,No,"The customer care rep was very nice; however, I'm waiting for the vendor to call me back about a new contract not showing in eVA.","Natasha, Lead"
10/24/2018,Buyer,5,Yes,"The assistant was GREAT!! She assisted me with my log on routine and waited for me to complete the entire process prior to hanging up.  She also requested if I had additional needs to be resolved and was both polite and professional. I apologize for not remembering her name because I was writing all of my contacts and PO numbers, then a student walked in.. sorry!!","Natasha, Lead"
10/24/2018,Buyer,5,Yes,"Had issues logging into the mobile app while at the forum. Ended up getting locked out.  Miranda was great, she stayed on the phone with me till it was resolved and I went on my happy approving way","Miranda, Specialist"
10/24/2018,Vendor,5,Yes,I spoke with Mel and he was very helpful,"Jamel, Lead"
10/24/2018,Vendor,5,Yes,"Portia was WONDERFUL!  Even though there were telephone connection problems, she called back to make sure that she had complete information to resolve my concern.
    THANK YOU, PORTIA!","Portia, Specialist"
10/24/2018,Vendor,5,Yes,"Attn. Ms.Ghania Matias,
I just wanted to commend two of your employees I spoke with regarding my issue with the EVA System. ""Joann"" worked on my issue yesterday as much as she could providing what the system was doing at the time? Today I returned(CustomerCare's)phone call & I told ""Portia"" what took place yesterday. In no time my issues have been resolved ""Thanks"" to two co-working professionals who went the extra mile to help us. I want you to know I appreciate good old fashion customer service including your entire ""EVA Team""!","Portia, Specialist"
10/24/2018,Vendor,5,Yes,Very professional. Patient. Timely!!!  I do not remember the lady's name who assist me but she was awesome!!!,"Portia, Specialist"
10/24/2018,Vendor,5,Yes,Service rep was very helpful and patient.,"Sherry, Specialist"
