Date Started,Who am I,Rating for Cust Care,Was your issue resolved?,Contact Customer?,Comments about Customer Care,Rating for eVA,Comments about eVA Overall,Who worked on your issue
2/7/2019,Buyer,5,Yes,No,"Excellent Customer Service, very patient with me.",5,[No Answer Entered],"Jennifer, Specialist"
2/7/2019,Vendor,5,Yes,No,"Customer Service is good, but eVa as a computer system sucks.  Hasn't improved in the last 25 years",1,"Tried to submit bid electronicly,  too hard to use even for computer professionals.",Do not remember
2/7/2019,Buyer,5,No,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/7/2019,Buyer,5,No,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
2/7/2019,Buyer,5,Yes,No,"I had been trying to contact anyone from VITA and Porsche assisted me with no results, however I called back another day and Mel helped me get in touch with VITA. Mel went the ""extra"" mile to help.",5,EVA very good experience. VITA is has poor customer service.,"Jamel ""Mel"", Lead"
2/7/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
2/7/2019,SWaM (SBSD),5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
2/7/2019,Vendor,5,Yes,No,"the customer service rep who helped me was very friendly, polite and helpful",5,[No Answer Entered],"Joann, Specialist"
2/7/2019,Vendor,5,Yes,No,was very helpful,5,[No Answer Entered],"Miranda, Specialist"
2/7/2019,Buyer,5,Yes,No,Jillian provided all the information required to reactivate a vendor in eVA. I submitted a sub W9 on their behalf earlier today and received a call from Jillian shortly thereafter!  Excellent customer service,5,[No Answer Entered],"Joann, Specialist"
2/7/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
2/7/2019,Other,5,Yes,No,Thank you for the help!!,5,[No Answer Entered],"Portia, Specialist"
2/7/2019,Vendor,5,Yes,No,The service was excellent.  The customer service representative was knowledgable and  pleasant.  She guided me through the steps necessary to accomplish my goal.  I was very pleased with the service I received today.,5,[No Answer Entered],"Miranda, Specialist"
2/7/2019,Vendor,5,Yes,No,Lady was very nice and did everything possible to help me solve my issue.,5,Excellent.,"Miranda, Specialist"
2/8/2019,Buyer,5,Yes,No,Very efficent and even though it was a user error she didn't make me feel uninformed.,5,[No Answer Entered],"Portia, Specialist"
2/8/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Natasha, Lead"
2/8/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
2/8/2019,Vendor,4,Yes,No,"superior care from the representative.  Five star, but moved down one star because your phone tree selection is awful and confusing.",4,"eVA is fast and convenient.

For some reason, Chrome does not store my login, so I have to remember it (not good)","Miranda, Specialist"
2/8/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
2/8/2019,Vendor,5,Yes,No,"It took a while but Portia helped me thru it, had to do a scan of my browser but all is good.",5,"The few times I had to call, service was fast and friendly! thanks for the great experience.","Portia, Specialist"
2/8/2019,Vendor,5,Yes,No,"Got the surveys confused, Portia helped me the second time and Jennifer guided me into the screens I needed to edit our contact and commodity information. A+ service from both!",5,Great fast customer experience! Give them a raise!,"Jennifer, Specialist"
2/8/2019,Vendor,5,Yes,No,"The Customer Service Representative was informative and very helpful.  I was so focused on my issue, I forgot the name of the representative but she was patient and thorough in her explanations.",5,[No Answer Entered],"Joann, Specialist"
2/8/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
2/8/2019,Vendor,5,Yes,No,Great Service!!!,5,Miranda did an AWESOME job assisting me with my issue! Very Professional!!!,"Miranda, Specialist"
2/8/2019,Vendor,5,Yes,No,"I would recommend that if you are going to give the option to have payment issued electronically,  than there should be some sort of ""pop-up"" letting you know that you would then also have to register with a third party to make that happen.",5,[No Answer Entered],"Jennifer, Specialist"
2/8/2019,Vendor,5,Yes,No,Gave comments in a previous.,5,"I would like to give positive feedback to the specialist who worked my case,  but I do not remember if she gave me her name and her email did not indicate her name.","Jennifer, Specialist"
2/8/2019,Vendor,5,Yes,No,Fast & efficient,5,[No Answer Entered],"Jennifer, Specialist"
2/8/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/8/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/8/2019,Vendor,5,Yes,No,[No Answer Entered],5,Knowledgeable and friendly representative,"Portia, Specialist"
2/8/2019,Buyer,5,Yes,No,The customer service was very good. I received an answer to my question quickely.,5,The representative was very helpful. I appreciated it very much.,"Jennifer, Specialist"
2/8/2019,Vendor,5,Yes,Yes,This representative was explained it so clear what I needed to help.,5,Suggestion bluelight like (?) click what code means.,"Sherry, Specialist"
2/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
2/11/2019,Vendor,5,Yes,No,EXCELLENT INSTRUCTION BY YOUR REPRESENTATIVE,5,[No Answer Entered],"Devyonne, Specialist"
2/11/2019,Other,5,Yes,No,Great!!!  The eVA Customer Care representative was very helpful.,5,Great!!!,"Natasha, Lead"
2/11/2019,Vendor,5,Yes,No,"This young lady that help me was great she was very patient and had a wounderful personality.

",5,my problem was solve. (great job.please keep up the great work you provide to the vendor).,"Devyonne, Specialist"
2/11/2019,Vendor,5,Yes,Yes,Good Service - only need contact if eVA deems neccessary,5,very polite representative,"Devyonne, Specialist"
2/11/2019,Vendor,5,Yes,No,Very helpful customer care agent. She communicated well when explaining the issue and was very efficient in her work as it did not take long for her to realize what was wrong.,5,[No Answer Entered],"Jennifer, Specialist"
2/11/2019,Vendor,5,Yes,No,Very Helpful and friendly service.,5,[No Answer Entered],"Portia, Specialist"
2/11/2019,Buyer,5,Yes,No,Service is consistently excellent.  My questions are always answered which enables me to more effectively service our customers.  Thanks for all you do!,5,[No Answer Entered],"Devyonne, Specialist"
2/11/2019,Buyer,5,Yes,No,"Very helpful, led me right to the form I needed to resolve my issue",4,[No Answer Entered],"Sherry, Specialist"
2/11/2019,Vendor,5,Yes,No,Great service from a wonderful lady.,5,If it doesn't work I will be back!,"Chandra, Specialist"
2/11/2019,Vendor,5,Yes,No,"As usual, AWESOME,Quick! Very helpful",5,[No Answer Entered],"Jennifer, Specialist"
2/11/2019,Buyer,5,Yes,No,The polite service specialist quickly identified the problem and we resolved the issue in a matter of a couple of minutes.  Thank you!,5,[No Answer Entered],"Miranda, Specialist"
2/11/2019,Vendor,5,Yes,No,The agent was great and patient,5,Na,"Chandra, Specialist"
2/11/2019,SWaM (SBSD),4,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
2/11/2019,Buyer,5,Yes,No,very polite,4,[No Answer Entered],"Devyonne, Specialist"
2/11/2019,Vendor,5,Yes,No,Had several questions regarding the registration process and all questions were answered.,5,[No Answer Entered],"Jennifer, Specialist"
2/11/2019,Buyer,5,Yes,No,Quick response and understood the situation and has a path to a solution. Hopefully the vendor fills out the required eVA form.,5,Quick response as usual. Thanks!,"Miranda, Specialist"
2/11/2019,Vendor,4,Yes,No,[No Answer Entered],4,[No Answer Entered],"Joann, Specialist"
2/11/2019,Vendor,5,No,Yes,The Customer Care personnel are very patient.  I am  trying to determine why this bill was generated.  Other payments to the VAF have not resulted in VAF having to pay a vendor fee.,5,[No Answer Entered],"Jennifer, Specialist"
2/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
2/11/2019,Vendor,5,Yes,No,"Very competent service rep - professional, helpful and kind
",4,"Site and forms are not intuitive 
","Devyonne, Specialist"
2/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
2/11/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
2/12/2019,Buyer,5,Yes,Yes,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/12/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
2/12/2019,Vendor,5,Yes,Yes,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
2/12/2019,SWaM (SBSD),5,Yes,No,Great service. Very patiently helped me.,5,[No Answer Entered],"Jennifer, Specialist"
2/12/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
2/12/2019,Vendor,5,Yes,No,"very professional, agent helped me resolve my issue and I'm very thankful for her kindness.",5,great experience overall,"Joann, Specialist"
2/12/2019,Buyer,5,Yes,No,The representative was very helpful in answering my question so that I know what I would need to do next involving a vendor.,5,[No Answer Entered],"Miranda, Specialist"
2/12/2019,Vendor,5,Yes,No,The women who helped me was great.,5,[No Answer Entered],"Devyonne, Specialist"
2/12/2019,Vendor,5,No,No,"I didn't catch her name, but the customer representative was very nice.  I had a question about Cardinal Vendor ID number, but this is different than the eVA number...",5,[No Answer Entered],"Joann, Specialist"
2/12/2019,Vendor,5,Yes,No,Quick call response.  Friendly and prompt service.,5,[No Answer Entered],"Devyonne, Specialist"
2/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/13/2019,Buyer,5,Yes,No,Very patient and great communication.,5,[No Answer Entered],"Miranda, Specialist"
2/13/2019,Buyer,5,Yes,No,"The young lady who assisted me was extremely nice, helpful and help resolve my situation. ""Hats off""",5,[No Answer Entered],"Devyonne, Specialist"
2/13/2019,Vendor,5,Yes,No,Customer representative was patent and worked with me.,5,Thank you for your help.,"Devyonne, Specialist"
2/13/2019,Vendor,5,Yes,No,"My customer service agent was very fast and efficient, as well as patient and kind.  Thanks so much!",5,[No Answer Entered],"Devyonne, Specialist"
2/13/2019,Buyer,5,Yes,No,I am always treated with respect and greeted in a friendly and professional manner.  It is indeed a pleasure to work with your analysts.  I am sincerely thankful for your team.  Your excellent customer service training is apparent as we communicate with your staff.,5,[No Answer Entered],"Jennifer, Specialist"
2/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
2/13/2019,SWaM (SBSD),2,Yes,No,"Issue with error messages on a requisition "" Contact line blank"", Contact line item 1 blank
Rep 1 Jennifer:  They are not registered with eVA. Do an ad hoc or have vendor self register
though I had a printout of the vendor from the eVA Vendor List with Vendor ID. Obviously didn't know what she was talking about
I hung up and called back.
Rep 2 Portia maybe?: "" We will need to go through customer care from homepage""  We (several in our office)  had a blank screen & could not access that screen.  So, she left it open since we had accomplished nothing; call back when you can access the screen. 
Rep 3  Sherry Mickens:  called back after finally getting Customer Care screen up & Sherry found the Issue #.  
Sherry said all they had to do was send you a link so that we could see and have access to the requisition.   Issue was the vendor was missing an ""s"" on the first word.  
Sherry stayed on the line till everything was perfect as I had to reenter some info.  I told her I appreciated that because she was the only one who seemed to know what to do very efficiently.  


This was my first experience with having to call eVA.  
",2,This was my first experience having to call eVA.   Your rating is low because it took 2=3 calls to get a simple issue resolved.,"Sherry, Specialist"
2/13/2019,Buyer,5,Yes,No,"The usual excellent communication which enables me to better serve our customers.

Thanks so much!",5,[No Answer Entered],"Jennifer, Specialist"
2/13/2019,Vendor,5,Yes,Yes,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
2/13/2019,Vendor,5,Yes,No,Very polite; very sure of info provided,5,[No Answer Entered],"Joann, Specialist"
2/13/2019,Vendor,5,Yes,No,"Received a return phone call in a timely manner. The agent was friendly, helpful and knowledgable.",5,Great way to learn about VA contracts.,"Miranda, Specialist"
2/13/2019,Vendor,5,Yes,No,[No Answer Entered],5,Did not understand the assistant's name.,"Jennifer, Specialist"
2/13/2019,Buyer,4,No,No,[No Answer Entered],4,[No Answer Entered],"Joann, Specialist"
2/14/2019,Other,5,Yes,No,Excellent Customer Service,5,The agent was friendly and extremely knowledgeable.,"Jennifer, Specialist"
2/14/2019,Vendor,5,Yes,No,Miranda was excellent in answering my questions and directing me to the appropriate webpages for eVA reinstatement.,5,[No Answer Entered],"Miranda, Specialist"
2/14/2019,Vendor,5,Yes,No,very courteous and quickly resolved my issue 100%,5,[No Answer Entered],"Joann, Specialist"
2/14/2019,Other,4,Yes,No,[No Answer Entered],4,Jennifer was quick and efficient but her tone of voice portrayed she may have been having a bit of a rough day. Good experience for my first customer interaction with your customer care,"Jennifer, Specialist"
2/14/2019,Buyer,5,Yes,No,Thank you for helping resolve my problem,4,[No Answer Entered],"Sherry, Specialist"
2/14/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
2/14/2019,Vendor,5,Yes,No,Great help on the EVA system registration question.,5,[No Answer Entered],"Joann, Specialist"
2/14/2019,Vendor,5,Yes,No,EXCELLENT!  THANKS FOR THE ASSISTANCE! VERY HELPFUL,5,[No Answer Entered],"Devyonne, Specialist"
2/14/2019,Buyer,5,Yes,No,The CSR was very personable and helpful.,5,[No Answer Entered],"Portia, Specialist"
2/14/2019,Vendor,5,Yes,No,She was great patience honest professional real people excellent she can come work for me anytime. Thanks You,5,Its a great system,"Devyonne, Specialist"
